user_id,assessment_no,actual_category,predicted_category,abs_difference
334291,2,2,4,2
334291,3,5,5,0
334291,4,3,3,0
334291,5,4,5,1
334291,6,-1,3,4
334794,2,-1,2,3
335421,2,2,2,0
335421,3,4,5,1
335421,4,4,2,2
335421,5,2,2,0
335421,6,4,5,1
335421,7,4,3,1
335421,8,3,5,2
335421,9,2,5,3
335421,10,2,4,2
335421,11,-1,-1,0
335910,2,2,2,0
335910,3,5,5,0
335910,4,2,2,0
335910,5,4,5,1
335910,6,5,2,3
335910,7,3,3,0
335910,8,4,5,1
335910,9,-1,5,6
1008675,2,2,4,2
1008675,3,0,5,5
1008675,4,1,5,4
1008675,5,5,5,0
1008675,6,5,2,3
1008675,7,3,2,1
1008675,8,5,4,1
1008675,9,3,2,1
1008675,10,4,4,0
1008675,11,5,-1,6
1098728,2,5,4,1
1098728,3,2,3,1
1098728,4,2,5,3
1098728,5,5,3,2
1098728,6,1,1,0
1098728,7,3,1,2
1098728,8,0,5,5
1098728,9,4,5,1
1098728,10,-1,-1,0
1413989,2,3,4,1
1413989,3,-1,5,6
1436591,2,5,4,1
1436591,3,5,3,2
1436591,4,5,5,0
1436591,5,5,5,0
1436591,6,5,5,0
1436591,7,5,5,0
1436591,8,5,5,0
1436591,9,5,5,0
1436591,10,5,5,0
1436591,11,5,5,0
533697,2,2,4,2
533697,3,5,5,0
533697,4,1,3,2
533697,5,2,5,3
533697,6,-1,2,3
1480800,2,3,4,1
1480800,3,5,5,0
1480800,4,4,4,0
1480800,5,4,5,1
1480800,6,5,5,0
1480800,7,2,5,3
1480800,8,4,5,1
1480800,9,4,5,1
1480800,10,4,5,1
1480800,11,4,5,1
533722,2,4,4,0
533722,3,5,5,0
533722,4,4,4,0
533722,5,4,5,1
533722,6,4,5,1
533722,7,5,5,0
533722,8,3,5,2
533722,9,5,5,0
533722,10,4,4,0
533722,11,5,5,0
1493476,2,3,4,1
1493476,3,5,5,0
1493476,4,3,4,1
1493476,5,2,5,3
1493476,6,4,5,1
1493476,7,4,5,1
1493476,8,4,5,1
1493476,9,2,5,3
1493476,10,-1,5,6
493451,2,2,4,2
493451,3,5,5,0
493451,4,0,3,3
493451,5,-1,4,5
533839,2,4,4,0
533839,3,5,5,0
533839,4,4,4,0
533839,5,5,5,0
533839,6,4,5,1
533839,7,4,5,1
533839,8,3,5,2
533839,9,4,5,1
533839,10,3,5,2
533839,11,2,5,3
336165,2,-1,0,1
1521540,2,5,4,1
1521540,3,5,5,0
1521540,4,4,5,1
1521540,5,5,5,0
1521540,6,5,5,0
1521540,7,4,5,1
1521540,8,5,5,0
1521540,9,4,5,1
1521540,10,5,5,0
1521540,11,5,5,0
493515,2,5,4,1
493515,3,5,5,0
493515,4,2,5,3
493515,5,4,5,1
493515,6,3,5,2
493515,7,5,5,0
493515,8,0,5,5
493515,9,5,5,0
493515,10,-1,5,6
338056,2,2,2,0
338056,3,5,5,0
338056,4,2,2,0
338056,5,4,5,1
338056,6,3,2,1
338056,7,5,5,0
338056,8,2,3,1
338056,9,2,5,3
338056,10,2,2,0
338056,11,5,5,0
533969,2,-1,4,5
1536591,2,2,4,2
1536591,3,0,5,5
1536591,4,5,5,0
1536591,5,5,2,3
1536591,6,-1,-1,0
493773,2,2,4,2
493773,3,5,5,0
493773,4,4,5,1
493773,5,4,5,1
493773,6,4,5,1
493773,7,5,5,0
493773,8,3,5,2
493773,9,5,5,0
493773,10,4,5,1
493773,11,4,5,1
338861,2,2,2,0
338861,3,5,5,0
338861,4,5,2,3
338861,5,-1,5,6
1574398,2,4,4,0
1574398,3,5,5,0
1574398,4,4,4,0
1574398,5,5,5,0
1574398,6,4,5,1
1574398,7,5,5,0
1574398,8,5,5,0
1574398,9,5,5,0
1574398,10,3,5,2
1574398,11,5,5,0
533996,2,2,4,2
533996,3,5,5,0
533996,4,-1,3,4
493912,2,4,2,2
493912,3,4,5,1
493912,4,3,5,2
493912,5,4,5,1
493912,6,2,5,3
493912,7,5,5,0
493912,8,3,3,0
493912,9,4,5,1
493912,10,4,5,1
493912,11,2,-1,3
339379,2,5,4,1
339379,3,5,5,0
339379,4,3,5,2
339379,5,5,5,0
339379,6,5,5,0
339379,7,5,5,0
339379,8,5,5,0
339379,9,5,5,0
339379,10,5,5,0
339379,11,5,5,0
1659662,2,2,4,2
1659662,3,5,5,0
1659662,4,3,3,0
1659662,5,4,5,1
1659662,6,5,3,2
1659662,7,5,3,2
1659662,8,4,5,1
1659662,9,5,5,0
1659662,10,3,4,1
1659662,11,5,5,0
339946,2,3,4,1
339946,3,5,5,0
339946,4,5,5,0
339946,5,3,5,2
339946,6,5,5,0
339946,7,-1,5,6
534051,2,3,4,1
534051,3,5,5,0
534051,4,3,5,2
534051,5,4,5,1
534051,6,4,4,0
534051,7,5,5,0
534051,8,4,5,1
534051,9,2,5,3
534051,10,5,5,0
534051,11,-1,-1,0
340831,2,3,4,1
340831,3,5,5,0
340831,4,5,4,1
340831,5,3,5,2
340831,6,5,5,0
340831,7,-1,5,6
1678401,2,1,2,1
1678401,3,4,5,1
1678401,4,2,2,0
1678401,5,4,5,1
1678401,6,2,2,0
1678401,7,3,5,2
1678401,8,5,2,3
1678401,9,2,2,0
1678401,10,2,5,3
1678401,11,-1,-1,0
534086,2,3,4,1
534086,3,5,5,0
534086,4,4,4,0
534086,5,2,5,3
534086,6,3,5,2
534086,7,5,5,0
534086,8,3,4,1
534086,9,4,5,1
534086,10,4,4,0
534086,11,4,-1,5
341040,2,0,4,4
341040,3,5,5,0
341040,4,1,1,0
341040,5,5,5,0
341040,6,-1,3,4
534151,2,4,5,1
534151,3,-1,5,6
1721462,2,2,4,2
1721462,3,5,5,0
1721462,4,1,3,2
1721462,5,5,5,0
1721462,6,4,2,2
1721462,7,2,2,0
1721462,8,4,4,0
1721462,9,2,2,0
1721462,10,2,2,0
1721462,11,-1,-1,0
534343,2,3,4,1
534343,3,5,5,0
534343,4,5,4,1
534343,5,5,5,0
534343,6,4,5,1
534343,7,5,5,0
534343,8,2,5,3
534343,9,5,5,0
534343,10,4,5,1
534343,11,5,5,0
1728437,2,2,4,2
1728437,3,5,5,0
1728437,4,3,5,2
1728437,5,5,5,0
1728437,6,3,3,0
1728437,7,4,5,1
1728437,8,4,5,1
1728437,9,4,5,1
1728437,10,2,5,3
1728437,11,2,5,3
534360,2,3,4,1
534360,3,5,5,0
534360,4,2,4,2
534360,5,4,5,1
534360,6,4,2,2
534360,7,4,5,1
534360,8,4,4,0
534360,9,4,5,1
534360,10,5,5,0
534360,11,-1,-1,0
1730702,2,1,2,1
1730702,3,1,5,4
1730702,4,4,2,2
1730702,5,-1,2,3
534373,2,3,4,1
534373,3,5,5,0
534373,4,4,4,0
534373,5,2,5,3
534373,6,4,5,1
534373,7,5,5,0
534373,8,4,5,1
534373,9,4,5,1
534373,10,3,5,2
534373,11,4,5,1
1747892,2,4,4,0
1747892,3,5,5,0
1747892,4,3,4,1
1747892,5,4,5,1
1747892,6,3,4,1
1747892,7,2,5,3
1747892,8,4,4,0
1747892,9,4,5,1
1747892,10,4,5,1
1747892,11,5,2,3
534432,2,3,4,1
534432,3,4,5,1
534432,4,3,5,2
534432,5,4,5,1
534432,6,4,4,0
534432,7,5,5,0
534432,8,2,5,3
534432,9,3,5,2
534432,10,2,5,3
534432,11,-1,-1,0
1753965,2,4,4,0
1753965,3,4,5,1
1753965,4,4,5,1
1753965,5,4,5,1
1753965,6,5,5,0
1753965,7,4,5,1
1753965,8,3,5,2
1753965,9,5,5,0
1753965,10,0,5,5
1753965,11,4,5,1
534652,2,5,5,0
534652,3,5,5,0
534652,4,5,5,0
534652,5,5,5,0
534652,6,4,5,1
534652,7,4,5,1
534652,8,5,5,0
534652,9,3,5,2
534652,10,-1,5,6
1770733,2,3,4,1
1770733,3,5,5,0
1770733,4,3,5,2
1770733,5,4,5,1
1770733,6,3,4,1
1770733,7,5,5,0
1770733,8,3,5,2
1770733,9,2,5,3
1770733,10,3,5,2
1770733,11,2,5,3
534698,2,4,4,0
534698,3,5,5,0
534698,4,4,4,0
534698,5,5,5,0
534698,6,4,5,1
534698,7,4,5,1
534698,8,4,5,1
534698,9,4,5,1
534698,10,2,5,3
534698,11,-1,5,6
1771053,2,-1,2,3
1776925,2,2,2,0
1776925,3,5,5,0
1776925,4,2,2,0
1776925,5,5,5,0
1776925,6,2,2,0
1776925,7,4,5,1
1776925,8,-1,3,4
534709,2,0,2,2
534709,3,4,5,1
534709,4,4,2,2
534709,5,2,5,3
534709,6,0,5,5
534709,7,5,5,0
534709,8,2,2,0
534709,9,0,2,2
534709,10,-1,-1,0
1789199,2,0,2,2
1789199,3,4,5,1
1789199,4,2,2,0
1789199,5,4,5,1
1789199,6,3,3,0
1789199,7,5,4,1
1789199,8,2,4,2
1789199,9,5,5,0
1789199,10,2,3,1
1789199,11,2,4,2
534744,2,3,4,1
534744,3,5,5,0
534744,4,5,5,0
534744,5,3,5,2
534744,6,5,5,0
534744,7,-1,5,6
1797614,2,4,4,0
1797614,3,5,5,0
1797614,4,4,5,1
1797614,5,5,5,0
1797614,6,4,5,1
1797614,7,5,5,0
1797614,8,5,5,0
1797614,9,5,5,0
1797614,10,5,5,0
1797614,11,5,5,0
534765,2,3,2,1
534765,3,4,5,1
534765,4,5,4,1
534765,5,5,5,0
534765,6,3,5,2
534765,7,4,5,1
534765,8,3,5,2
534765,9,5,5,0
534765,10,4,5,1
534765,11,-1,5,6
534908,2,-1,0,1
1847146,2,3,2,1
1847146,3,5,5,0
1847146,4,3,4,1
1847146,5,2,5,3
1847146,6,3,2,1
1847146,7,2,5,3
1847146,8,3,4,1
1847146,9,2,5,3
1847146,10,4,4,0
1847146,11,4,4,0
493958,2,3,2,1
493958,3,5,5,0
493958,4,1,2,1
493958,5,4,5,1
493958,6,3,2,1
493958,7,5,5,0
493958,8,3,3,0
493958,9,4,5,1
493958,10,2,4,2
493958,11,4,5,1
534983,2,2,2,0
534983,3,5,5,0
534983,4,2,2,0
534983,5,2,5,3
534983,6,1,2,1
534983,7,4,5,1
534983,8,1,3,2
534983,9,5,5,0
534983,10,2,2,0
534983,11,-1,5,6
494095,2,3,2,1
494095,3,5,5,0
494095,4,2,4,2
494095,5,5,5,0
494095,6,3,2,1
494095,7,5,5,0
494095,8,3,3,0
494095,9,5,5,0
494095,10,3,3,0
494095,11,5,5,0
534991,2,0,0,0
534991,3,5,5,0
534991,4,0,0,0
534991,5,4,0,4
534991,6,0,0,0
534991,7,5,4,1
534991,8,0,4,4
534991,9,2,5,3
534991,10,1,0,1
534991,11,0,0,0
494278,2,4,5,1
494278,3,5,5,0
494278,4,5,5,0
494278,5,5,5,0
494278,6,5,5,0
494278,7,4,5,1
494278,8,4,5,1
494278,9,5,5,0
494278,10,5,5,0
494278,11,5,5,0
535012,2,2,4,2
535012,3,4,5,1
535012,4,1,3,2
535012,5,0,4,4
535012,6,2,4,2
535012,7,2,5,3
535012,8,2,5,3
535012,9,0,5,5
535012,10,5,5,0
535012,11,-1,-1,0
341229,2,3,4,1
341229,3,-1,5,6
494786,2,4,4,0
494786,3,5,5,0
494786,4,5,4,1
494786,5,5,5,0
494786,6,4,5,1
494786,7,5,5,0
494786,8,4,5,1
494786,9,5,5,0
494786,10,5,5,0
494786,11,5,5,0
535140,2,2,4,2
535140,3,4,5,1
535140,4,3,3,0
535140,5,4,5,1
535140,6,3,3,0
535140,7,5,5,0
535140,8,2,4,2
535140,9,2,5,3
535140,10,2,2,0
535140,11,-1,5,6
341509,2,2,2,0
341509,3,5,5,0
341509,4,0,2,2
341509,5,4,4,0
341509,6,2,2,0
341509,7,4,5,1
341509,8,1,4,3
341509,9,5,5,0
341509,10,2,2,0
341509,11,-1,4,5
494838,2,-1,4,5
1858523,2,0,2,2
1858523,3,5,5,0
1858523,4,1,0,1
1858523,5,4,5,1
1858523,6,4,1,3
1858523,7,0,2,2
1858523,8,4,5,1
1858523,9,0,2,2
1858523,10,-1,2,3
349040,2,2,4,2
349040,3,4,5,1
349040,4,5,3,2
349040,5,-1,3,4
535145,2,4,4,0
535145,3,4,5,1
535145,4,1,5,4
535145,5,5,5,0
535145,6,4,2,2
535145,7,4,2,2
535145,8,5,3,2
535145,9,4,5,1
535145,10,2,5,3
535145,11,-1,5,6
494840,2,-1,4,5
350622,2,4,4,0
350622,3,5,5,0
350622,4,5,5,0
350622,5,4,5,1
350622,6,5,5,0
350622,7,0,5,5
350622,8,3,5,2
350622,9,4,5,1
350622,10,-1,5,6
1903527,2,3,4,1
1903527,3,5,5,0
1903527,4,5,5,0
1903527,5,5,5,0
1903527,6,2,5,3
1903527,7,4,5,1
1903527,8,5,5,0
1903527,9,5,5,0
1903527,10,5,5,0
1903527,11,5,5,0
494927,2,4,4,0
494927,3,5,5,0
494927,4,4,5,1
494927,5,-1,5,6
535152,2,3,4,1
535152,3,5,5,0
535152,4,4,4,0
535152,5,-1,5,6
350795,2,3,4,1
350795,3,4,5,1
350795,4,4,4,0
350795,5,4,5,1
350795,6,4,5,1
350795,7,5,5,0
350795,8,4,5,1
350795,9,5,5,0
350795,10,-1,4,5
351271,2,4,4,0
351271,3,5,5,0
351271,4,2,4,2
351271,5,4,5,1
351271,6,2,4,2
351271,7,3,5,2
351271,8,5,3,2
351271,9,4,5,1
351271,10,5,5,0
351271,11,-1,-1,0
495674,2,-1,0,1
535155,2,2,4,2
535155,3,5,5,0
535155,4,5,3,2
535155,5,4,5,1
535155,6,-1,5,6
351290,2,2,2,0
351290,3,5,5,0
351290,4,2,2,0
351290,5,5,5,0
351290,6,3,2,1
351290,7,4,5,1
351290,8,2,3,1
351290,9,4,5,1
351290,10,2,3,1
351290,11,4,5,1
495856,2,4,4,0
495856,3,5,5,0
495856,4,4,5,1
495856,5,5,5,0
495856,6,4,5,1
495856,7,5,5,0
495856,8,4,5,1
495856,9,5,5,0
495856,10,5,5,0
495856,11,5,5,0
351543,2,-1,0,1
535269,2,2,4,2
535269,3,4,5,1
535269,4,-1,3,4
496041,2,3,4,1
496041,3,4,5,1
496041,4,4,4,0
496041,5,4,5,1
496041,6,5,5,0
496041,7,2,4,2
496041,8,2,5,3
496041,9,4,5,1
496041,10,4,3,1
496041,11,4,4,0
352161,2,5,4,1
352161,3,-1,3,4
352364,2,5,5,0
352364,3,5,5,0
352364,4,5,5,0
352364,5,5,5,0
352364,6,5,5,0
352364,7,5,5,0
352364,8,5,5,0
352364,9,4,5,1
352364,10,5,5,0
352364,11,5,5,0
535278,2,3,4,1
535278,3,5,5,0
535278,4,3,4,1
535278,5,5,5,0
535278,6,-1,3,4
535328,2,2,4,2
535328,3,5,5,0
535328,4,4,3,1
535328,5,3,5,2
535328,6,5,5,0
535328,7,3,5,2
535328,8,3,5,2
535328,9,5,5,0
535328,10,3,4,1
535328,11,2,5,3
353093,2,3,4,1
353093,3,5,5,0
353093,4,5,4,1
353093,5,5,5,0
353093,6,5,5,0
353093,7,5,5,0
353093,8,4,5,1
353093,9,5,5,0
353093,10,5,5,0
353093,11,-1,5,6
1904710,2,-1,4,5
353352,2,-1,4,5
535396,2,3,2,1
535396,3,2,5,3
535396,4,2,2,0
535396,5,5,5,0
535396,6,-1,2,3
1912438,2,5,4,1
1912438,3,5,5,0
1912438,4,5,5,0
1912438,5,5,5,0
1912438,6,5,5,0
1912438,7,5,5,0
1912438,8,5,5,0
1912438,9,5,5,0
1912438,10,5,5,0
1912438,11,5,5,0
354058,2,2,2,0
354058,3,5,5,0
354058,4,-1,2,3
535407,2,3,4,1
535407,3,2,5,3
535407,4,3,5,2
535407,5,4,5,1
535407,6,4,4,0
535407,7,5,4,1
535407,8,4,4,0
535407,9,4,4,0
535407,10,4,4,0
535407,11,2,5,3
496070,2,1,2,1
496070,3,2,5,3
496070,4,2,2,0
496070,5,4,4,0
496070,6,1,3,2
496070,7,4,4,0
496070,8,3,2,1
496070,9,2,2,0
496070,10,2,2,0
496070,11,4,2,2
1923618,2,5,4,1
1923618,3,5,5,0
1923618,4,5,5,0
1923618,5,5,5,0
1923618,6,5,5,0
1923618,7,4,5,1
1923618,8,5,5,0
1923618,9,4,5,1
1923618,10,2,5,3
1923618,11,4,5,1
354895,2,1,4,3
354895,3,5,5,0
354895,4,2,2,0
354895,5,4,5,1
354895,6,-1,3,4
496220,2,2,2,0
496220,3,5,5,0
496220,4,2,2,0
496220,5,4,5,1
496220,6,3,2,1
496220,7,5,5,0
496220,8,3,3,0
496220,9,0,5,5
496220,10,5,5,0
496220,11,-1,-1,0
535468,2,3,4,1
535468,3,5,5,0
535468,4,4,4,0
535468,5,5,5,0
535468,6,5,5,0
535468,7,4,5,1
535468,8,4,5,1
535468,9,5,5,0
535468,10,4,5,1
535468,11,5,5,0
1930367,2,4,4,0
1930367,3,5,5,0
1930367,4,4,5,1
1930367,5,5,5,0
1930367,6,4,5,1
1930367,7,4,5,1
1930367,8,4,5,1
1930367,9,4,5,1
1930367,10,5,5,0
1930367,11,-1,-1,0
355369,2,4,4,0
355369,3,-1,5,6
496243,2,3,2,1
496243,3,5,5,0
496243,4,2,4,2
496243,5,4,5,1
496243,6,-1,2,3
1937864,2,3,4,1
1937864,3,4,5,1
1937864,4,1,4,3
1937864,5,4,4,0
1937864,6,4,2,2
1937864,7,4,2,2
1937864,8,4,4,0
1937864,9,4,5,1
1937864,10,4,4,0
1937864,11,5,5,0
535530,2,3,4,1
535530,3,5,5,0
535530,4,4,5,1
535530,5,4,5,1
535530,6,3,5,2
535530,7,5,5,0
535530,8,4,5,1
535530,9,5,5,0
535530,10,3,4,1
535530,11,5,5,0
355998,2,-1,2,3
496674,2,0,0,0
496674,3,-1,5,6
1971393,2,4,4,0
1971393,3,5,5,0
1971393,4,3,5,2
1971393,5,5,5,0
1971393,6,4,4,0
1971393,7,2,5,3
1971393,8,4,5,1
1971393,9,0,5,5
1971393,10,5,5,0
1971393,11,5,-1,6
535605,2,5,5,0
535605,3,5,5,0
535605,4,4,5,1
535605,5,5,5,0
535605,6,5,5,0
535605,7,5,5,0
535605,8,4,5,1
535605,9,5,5,0
535605,10,5,5,0
535605,11,5,5,0
497278,2,-1,2,3
1993672,2,0,2,2
1993672,3,-1,5,6
497280,2,3,2,1
497280,3,3,5,2
497280,4,2,2,0
497280,5,3,5,2
497280,6,4,2,2
497280,7,4,2,2
497280,8,3,4,1
497280,9,4,4,0
497280,10,-1,4,5
535755,2,3,4,1
535755,3,5,5,0
535755,4,3,4,1
535755,5,5,5,0
535755,6,3,3,0
535755,7,5,5,0
535755,8,3,4,1
535755,9,2,5,3
535755,10,3,5,2
535755,11,5,5,0
1997796,2,4,4,0
1997796,3,5,5,0
1997796,4,5,5,0
1997796,5,5,5,0
1997796,6,5,5,0
1997796,7,3,5,2
1997796,8,4,5,1
1997796,9,4,5,1
1997796,10,4,5,1
1997796,11,4,5,1
497468,2,2,2,0
497468,3,4,5,1
497468,4,1,2,1
497468,5,4,4,0
497468,6,2,2,0
497468,7,5,5,0
497468,8,2,3,1
497468,9,2,5,3
497468,10,2,2,0
497468,11,2,5,3
535760,2,4,2,2
535760,3,5,5,0
535760,4,3,4,1
535760,5,5,5,0
535760,6,3,5,2
535760,7,0,5,5
535760,8,1,5,4
535760,9,2,5,3
535760,10,2,3,1
535760,11,4,4,0
2019837,2,3,4,1
2019837,3,5,5,0
2019837,4,5,4,1
2019837,5,-1,5,6
497793,2,2,2,0
497793,3,5,5,0
497793,4,4,2,2
497793,5,5,5,0
497793,6,3,3,0
497793,7,4,5,1
497793,8,4,5,1
497793,9,5,5,0
497793,10,2,5,3
497793,11,-1,5,6
535773,2,5,4,1
535773,3,5,5,0
535773,4,4,5,1
535773,5,5,5,0
535773,6,4,5,1
535773,7,4,5,1
535773,8,5,5,0
535773,9,5,5,0
535773,10,5,5,0
535773,11,-1,5,6
535778,2,4,4,0
535778,3,5,5,0
535778,4,-1,5,6
535800,2,3,4,1
535800,3,5,5,0
535800,4,4,5,1
535800,5,5,5,0
535800,6,2,5,3
535800,7,3,5,2
535800,8,5,5,0
535800,9,3,5,2
535800,10,4,5,1
535800,11,-1,5,6
535807,2,2,2,0
535807,3,5,5,0
535807,4,2,2,0
535807,5,4,5,1
535807,6,0,2,2
535807,7,0,5,5
535807,8,4,5,1
535807,9,2,4,2
535807,10,3,2,1
535807,11,0,-1,1
535820,2,3,4,1
535820,3,5,5,0
535820,4,3,5,2
535820,5,5,5,0
535820,6,3,4,1
535820,7,5,5,0
535820,8,4,5,1
535820,9,4,5,1
535820,10,-1,5,6
536112,2,4,4,0
536112,3,5,5,0
536112,4,3,5,2
536112,5,4,5,1
536112,6,3,5,2
536112,7,5,5,0
536112,8,3,5,2
536112,9,2,5,3
536112,10,5,5,0
536112,11,-1,-1,0
536188,2,3,4,1
536188,3,5,5,0
536188,4,3,4,1
536188,5,4,5,1
536188,6,4,5,1
536188,7,2,5,3
536188,8,2,5,3
536188,9,3,5,2
536188,10,2,4,2
536188,11,-1,5,6
536189,2,4,4,0
536189,3,5,5,0
536189,4,4,5,1
536189,5,5,5,0
536189,6,4,5,1
536189,7,5,5,0
536189,8,3,5,2
536189,9,5,5,0
536189,10,4,5,1
536189,11,2,5,3
536203,2,0,0,0
536203,3,5,5,0
536203,4,0,0,0
536203,5,4,0,4
536203,6,5,0,5
536203,7,0,0,0
536203,8,-1,-1,0
536205,2,3,4,1
536205,3,4,5,1
536205,4,5,4,1
536205,5,3,5,2
536205,6,4,5,1
536205,7,2,5,3
536205,8,0,5,5
536205,9,2,5,3
536205,10,-1,0,1
536270,2,4,2,2
536270,3,5,5,0
536270,4,4,4,0
536270,5,-1,5,6
536442,2,0,2,2
536442,3,4,5,1
536442,4,2,2,0
536442,5,0,5,5
536442,6,4,5,1
536442,7,2,2,0
536442,8,-1,5,6
536452,2,2,4,2
536452,3,5,5,0
536452,4,5,3,2
536452,5,3,5,2
536452,6,2,5,3
536452,7,5,5,0
536452,8,4,5,1
536452,9,1,5,4
536452,10,2,4,2
536452,11,5,-1,6
536510,2,2,2,0
536510,3,0,5,5
536510,4,-1,5,6
536722,2,4,2,2
536722,3,5,5,0
536722,4,3,4,1
536722,5,5,5,0
536722,6,5,5,0
536722,7,-1,5,6
357030,2,2,4,2
357030,3,-1,5,6
536726,2,2,4,2
536726,3,5,5,0
536726,4,3,5,2
536726,5,5,5,0
536726,6,5,3,2
536726,7,5,5,0
536726,8,2,5,3
536726,9,5,5,0
536726,10,4,5,1
536726,11,-1,-1,0
498065,2,3,4,1
498065,3,5,5,0
498065,4,3,4,1
498065,5,5,5,0
498065,6,4,3,1
498065,7,4,5,1
498065,8,4,4,0
498065,9,5,5,0
498065,10,4,4,0
498065,11,5,5,0
357928,2,0,2,2
357928,3,4,5,1
357928,4,0,2,2
357928,5,5,4,1
357928,6,-1,4,5
536856,2,3,2,1
536856,3,4,5,1
536856,4,1,2,1
536856,5,1,5,4
536856,6,-1,2,3
498131,2,4,2,2
498131,3,5,5,0
498131,4,4,4,0
498131,5,5,5,0
498131,6,4,5,1
498131,7,5,5,0
498131,8,4,5,1
498131,9,5,5,0
498131,10,4,5,1
498131,11,5,5,0
360188,2,4,5,1
360188,3,5,5,0
360188,4,5,5,0
360188,5,4,5,1
360188,6,4,5,1
360188,7,4,5,1
360188,8,4,5,1
360188,9,5,5,0
360188,10,5,5,0
360188,11,5,5,0
536900,2,1,4,3
536900,3,5,5,0
536900,4,4,2,2
536900,5,2,5,3
536900,6,5,5,0
536900,7,2,5,3
536900,8,5,5,0
536900,9,1,5,4
536900,10,4,5,1
536900,11,-1,-1,0
498175,2,3,4,1
498175,3,5,5,0
498175,4,3,4,1
498175,5,2,5,3
498175,6,2,5,3
498175,7,3,5,2
498175,8,2,3,1
498175,9,-1,5,6
360489,2,4,4,0
360489,3,5,5,0
360489,4,3,5,2
360489,5,4,5,1
360489,6,3,5,2
360489,7,5,5,0
360489,8,-1,5,6
537162,2,3,4,1
537162,3,5,5,0
537162,4,4,5,1
537162,5,4,5,1
537162,6,5,5,0
537162,7,3,5,2
537162,8,4,5,1
537162,9,3,5,2
537162,10,5,5,0
537162,11,-1,-1,0
360877,2,4,4,0
360877,3,5,5,0
360877,4,4,5,1
360877,5,5,5,0
360877,6,4,5,1
360877,7,4,5,1
360877,8,4,5,1
360877,9,5,5,0
360877,10,2,5,3
360877,11,-1,5,6
537193,2,2,4,2
537193,3,5,5,0
537193,4,2,3,1
537193,5,4,5,1
537193,6,3,3,0
537193,7,5,5,0
537193,8,5,3,2
537193,9,2,5,3
537193,10,5,5,0
537193,11,4,-1,5
361603,2,4,4,0
361603,3,5,5,0
361603,4,3,5,2
361603,5,5,5,0
361603,6,4,4,0
361603,7,5,5,0
361603,8,4,5,1
361603,9,5,5,0
361603,10,5,5,0
361603,11,5,5,0
537255,2,4,4,0
537255,3,5,5,0
537255,4,3,5,2
537255,5,5,5,0
537255,6,4,4,0
537255,7,5,5,0
537255,8,4,5,1
537255,9,4,5,1
537255,10,5,5,0
537255,11,-1,-1,0
362760,2,1,0,1
362760,3,2,5,3
362760,4,1,0,1
362760,5,2,4,2
362760,6,5,2,3
362760,7,1,-1,2
362760,8,0,0,0
362760,9,5,-1,6
362760,10,-1,3,4
537259,2,1,2,1
537259,3,5,5,0
537259,4,5,2,3
537259,5,0,1,1
537259,6,0,5,5
537259,7,5,5,0
537259,8,2,2,0
537259,9,2,2,0
537259,10,2,2,0
537259,11,-1,2,3
362877,2,-1,2,3
537342,2,4,4,0
537342,3,5,5,0
537342,4,4,5,1
537342,5,5,5,0
537342,6,4,5,1
537342,7,5,5,0
537342,8,4,5,1
537342,9,5,5,0
537342,10,4,5,1
537342,11,5,5,0
363401,2,1,0,1
363401,3,5,5,0
363401,4,0,0,0
363401,5,5,4,1
363401,6,0,4,4
363401,7,0,4,4
363401,8,5,5,0
363401,9,0,-1,1
363401,10,4,-1,5
363401,11,-1,-1,0
537392,2,2,2,0
537392,3,4,5,1
537392,4,-1,2,3
2023366,2,4,5,1
2023366,3,5,5,0
2023366,4,5,5,0
2023366,5,5,5,0
2023366,6,4,5,1
2023366,7,5,5,0
2023366,8,5,5,0
2023366,9,5,5,0
2023366,10,5,5,0
2023366,11,5,5,0
363416,2,2,4,2
363416,3,5,5,0
363416,4,3,3,0
363416,5,5,5,0
363416,6,2,3,1
363416,7,4,5,1
363416,8,2,4,2
363416,9,4,5,1
363416,10,4,5,1
363416,11,5,-1,6
537414,2,2,2,0
537414,3,5,5,0
537414,4,3,2,1
537414,5,5,5,0
537414,6,3,3,0
537414,7,2,5,3
537414,8,3,4,1
537414,9,5,5,0
537414,10,3,3,0
537414,11,4,5,1
2034350,2,-1,4,5
363660,2,4,4,0
363660,3,5,5,0
363660,4,4,5,1
363660,5,4,5,1
363660,6,5,5,0
363660,7,5,5,0
363660,8,5,5,0
363660,9,5,5,0
363660,10,4,5,1
363660,11,5,5,0
537434,2,5,4,1
537434,3,5,5,0
537434,4,4,5,1
537434,5,4,5,1
537434,6,4,5,1
537434,7,4,5,1
537434,8,4,5,1
537434,9,5,5,0
537434,10,4,5,1
537434,11,4,5,1
2092834,2,4,4,0
2092834,3,5,5,0
2092834,4,3,4,1
2092834,5,5,5,0
2092834,6,0,4,4
2092834,7,-1,5,6
365439,2,2,4,2
365439,3,5,5,0
365439,4,-1,3,4
537464,2,2,4,2
537464,3,5,5,0
537464,4,4,3,1
537464,5,5,5,0
537464,6,4,5,1
537464,7,5,5,0
537464,8,3,5,2
537464,9,4,5,1
537464,10,4,3,1
537464,11,5,5,0
365452,2,2,2,0
365452,3,5,5,0
365452,4,3,2,1
365452,5,5,5,0
365452,6,5,3,2
365452,7,2,3,1
365452,8,5,5,0
365452,9,2,2,0
365452,10,5,5,0
365452,11,-1,-1,0
