"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"BBB","2013J","574194","F","North Western Region","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"BBB","2013J","574212","F","Scotland","A Level or Equivalent","50-60%","0-35","0","60","N","Distinction"
"BBB","2013J","574250","F","East Anglian Region","Lower Than A Level","90-100%","0-35","0","60","N","Pass"
"BBB","2013J","574320","M","Scotland","A Level or Equivalent","70-80%","35-55","0","60","N","Distinction"
"BBB","2013J","574348","F","East Anglian Region","A Level or Equivalent","70-80%","35-55","0","120","Y","Pass"
"BBB","2013J","574549","F","Scotland","Lower Than A Level","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","574648","F","East Anglian Region","A Level or Equivalent","40-50%","35-55","0","60","N","Distinction"
"BBB","2013J","574708","M","Wales","Lower Than A Level","0-10%","0-35","0","60","Y","Fail"
"BBB","2013J","574766","F","West Midlands Region","A Level or Equivalent","0-10%","0-35","0","120","N","Fail"
"BBB","2013J","574810","F","Wales","A Level or Equivalent","90-100%","0-35","0","60","N","Withdrawn"
"BBB","2013J","574973","F","West Midlands Region","A Level or Equivalent","20-30%","0-35","0","180","N","Pass"
"BBB","2013J","575018","F","Wales","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","575089","F","South West Region","A Level or Equivalent","0-10%","0-35","0","120","N","Fail"
"BBB","2013J","575100","F","London Region","Lower Than A Level","30-40%","0-35","0","120","N","Fail"
"BBB","2013J","575124","M","South Region","Lower Than A Level","60-70%","35-55","0","120","N","Pass"
"BBB","2013J","575281","F","South Region","Lower Than A Level","40-50%","0-35","0","60","N","Fail"
"BBB","2013J","575290","M","Scotland","Lower Than A Level","60-70%","35-55","0","120","Y","Pass"
"BBB","2013J","575387","F","South Region","Lower Than A Level","40-50%","0-35","0","60","N","Pass"
"BBB","2013J","575520","F","Yorkshire Region","Lower Than A Level","20-30%","0-35","0","180","N","Withdrawn"
"BBB","2013J","575560","F","East Anglian Region","A Level or Equivalent","90-100%","35-55","0","60","N","Distinction"
"BBB","2013J","575681","F","North Western Region","Lower Than A Level","70-80%","35-55","0","60","N","Pass"
"BBB","2013J","575927","F","East Midlands Region","HE Qualification","70-80%","0-35","0","120","N","Withdrawn"
"BBB","2013J","575929","F","South Region","Lower Than A Level","40-50%","0-35","0","120","N","Fail"
"BBB","2013J","575930","F","East Anglian Region","Lower Than A Level","90-100%","0-35","0","60","N","Pass"
"BBB","2013J","575982","M","Wales","A Level or Equivalent","40-50%","35-55","0","60","N","Fail"
"BBB","2013J","576158","F","Wales","Lower Than A Level","0-10%","0-35","0","120","N","Pass"
"BBB","2013J","576226","F","Ireland","HE Qualification","60-70%","0-35","0","60","N","Fail"
"BBB","2013J","576375","F","North Western Region","Lower Than A Level",,"0-35","0","120","N","Withdrawn"
"BBB","2013J","576483","F","South Region","A Level or Equivalent","70-80%","35-55","0","60","N","Pass"
"BBB","2013J","576524","F","Scotland","A Level or Equivalent","60-70%","0-35","0","60","N","Fail"
"BBB","2013J","576600","F","London Region","HE Qualification","30-40%","35-55","0","60","N","Pass"
"BBB","2013J","576714","M","Ireland","Lower Than A Level","40-50%","0-35","0","60","N","Withdrawn"
"BBB","2013J","576815","F","North Western Region","Lower Than A Level","40-50%","0-35","0","60","N","Fail"
"BBB","2013J","576841","M","Yorkshire Region","Lower Than A Level","10-20","35-55","0","120","N","Pass"
"BBB","2013J","576882","F","North Western Region","Lower Than A Level","0-10%","0-35","0","150","N","Fail"
"BBB","2013J","576935","F","East Midlands Region","A Level or Equivalent","80-90%","0-35","0","180","N","Fail"
"BBB","2013J","576940","F","South Region","A Level or Equivalent","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","576946","F","Ireland","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"BBB","2013J","576947","F","Wales","Lower Than A Level","80-90%","0-35","0","60","N","Fail"
"BBB","2013J","576981","F","North Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","576983","F","Wales","Lower Than A Level","90-100%","0-35","0","60","N","Withdrawn"
"BBB","2013J","577069","F","London Region","HE Qualification","10-20","0-35","0","60","N","Distinction"
"BBB","2013J","577096","F","North Western Region","A Level or Equivalent","30-40%","0-35","0","120","N","Distinction"
"BBB","2013J","577099","F","West Midlands Region","Lower Than A Level","20-30%","35-55","0","60","N","Pass"
"BBB","2013J","577256","F","West Midlands Region","A Level or Equivalent","0-10%","0-35","0","120","N","Pass"
"BBB","2013J","577280","F","Wales","A Level or Equivalent","40-50%","0-35","0","150","N","Pass"
"BBB","2013J","577286","M","East Anglian Region","Lower Than A Level","40-50%","35-55","0","120","N","Pass"
"BBB","2013J","577347","F","Ireland","Lower Than A Level","20-30%","35-55","0","60","N","Fail"
"BBB","2013J","577376","F","Ireland","A Level or Equivalent","0-10%","0-35","0","90","Y","Pass"
"BBB","2013J","577498","F","South Region","Lower Than A Level","20-30%","0-35","0","60","N","Fail"
"BBB","2013J","577648","F","North Western Region","Lower Than A Level","50-60%","35-55","0","120","N","Fail"
"BBB","2013J","577659","F","Ireland","Lower Than A Level",,"0-35","0","60","N","Withdrawn"
"BBB","2013J","577680","F","Scotland","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","577692","F","West Midlands Region","Lower Than A Level","40-50%","0-35","0","120","N","Fail"
"BBB","2013J","577824","F","West Midlands Region","A Level or Equivalent","80-90%","35-55","0","60","N","Distinction"
"BBB","2013J","577905","F","South West Region","Lower Than A Level","0-10%","0-35","0","120","N","Withdrawn"
"BBB","2013J","577914","F","South East Region","A Level or Equivalent","50-60%","0-35","0","120","N","Distinction"
"BBB","2013J","577915","F","Scotland","Lower Than A Level","50-60%","35-55","0","60","N","Pass"
"BBB","2013J","577980","F","South Region","A Level or Equivalent","0-10%","0-35","0","150","N","Pass"
"BBB","2013J","578030","F","West Midlands Region","A Level or Equivalent","0-10%","0-35","0","120","N","Distinction"
"BBB","2013J","578057","F","South East Region","Lower Than A Level","20-30%","0-35","0","60","N","Fail"
"BBB","2013J","578062","F","West Midlands Region","Lower Than A Level","10-20","0-35","0","60","N","Fail"
"BBB","2013J","578109","F","Scotland","A Level or Equivalent","10-20","0-35","0","60","N","Distinction"
"BBB","2013J","578197","F","West Midlands Region","Lower Than A Level","10-20","0-35","0","120","N","Pass"
"BBB","2013J","578362","F","East Anglian Region","A Level or Equivalent","40-50%","35-55","0","120","N","Fail"
"BBB","2013J","578447","M","South East Region","A Level or Equivalent","50-60%","0-35","0","60","Y","Pass"
"BBB","2013J","578546","F","Yorkshire Region","A Level or Equivalent","70-80%","0-35","0","60","N","Pass"
"BBB","2013J","578578","F","East Midlands Region","A Level or Equivalent","80-90%","35-55","0","120","N","Pass"
"BBB","2013J","578600","F","East Anglian Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","578676","F","East Anglian Region","Lower Than A Level","80-90%","0-35","0","60","N","Fail"
"BBB","2013J","578717","F","East Anglian Region","A Level or Equivalent","30-40%","0-35","0","60","N","Pass"
"BBB","2013J","578854","F","Wales","HE Qualification","10-20","0-35","0","60","N","Withdrawn"
"BBB","2013J","579255","F","Wales","Lower Than A Level","50-60%","0-35","0","135","N","Withdrawn"
"BBB","2013J","579279","F","East Midlands Region","Lower Than A Level","20-30%","0-35","0","60","N","Pass"
"BBB","2013J","579316","F","West Midlands Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"BBB","2013J","579549","F","North Western Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"BBB","2013J","579571","F","Yorkshire Region","Lower Than A Level","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","579575","F","Ireland","Lower Than A Level","30-40%","0-35","0","75","N","Pass"
"BBB","2013J","579619","F","Ireland","Lower Than A Level","20-30%","0-35","0","90","N","Pass"
"BBB","2013J","579762","F","East Midlands Region","HE Qualification","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","580094","F","North Region","Lower Than A Level","10-20","0-35","0","120","N","Pass"
"BBB","2013J","580346","F","South East Region","A Level or Equivalent","90-100%","35-55","0","60","N","Pass"
"BBB","2013J","580360","F","East Anglian Region","Lower Than A Level","10-20","0-35","0","60","N","Pass"
"BBB","2013J","580412","F","North Region","Lower Than A Level","20-30%","0-35","0","120","N","Withdrawn"
"BBB","2013J","580497","F","North Western Region","A Level or Equivalent","10-20","0-35","0","60","N","Withdrawn"
"BBB","2013J","580540","F","South East Region","A Level or Equivalent","10-20","0-35","0","120","Y","Pass"
"BBB","2013J","580592","F","West Midlands Region","Lower Than A Level","30-40%","0-35","0","60","N","Withdrawn"
"BBB","2013J","580612","F","North Region","Lower Than A Level","30-40%","0-35","0","60","N","Pass"
"BBB","2013J","580646","F","London Region","A Level or Equivalent","30-40%","0-35","0","60","N","Distinction"
"BBB","2013J","580684","F","North Western Region","A Level or Equivalent","10-20","0-35","0","120","N","Fail"
"BBB","2013J","580880","M","Ireland","A Level or Equivalent","20-30%","0-35","0","75","N","Pass"
"BBB","2013J","580883","F","Ireland","HE Qualification","60-70%","0-35","0","60","N","Pass"
"BBB","2013J","580960","F","South West Region","A Level or Equivalent","10-20","35-55","0","120","N","Pass"
"BBB","2013J","580975","F","Ireland","HE Qualification","50-60%","0-35","0","60","N","Fail"
"BBB","2013J","581038","F","East Midlands Region","Lower Than A Level","30-40%","0-35","0","120","N","Fail"
"BBB","2013J","581139","F","London Region","Lower Than A Level","70-80%","35-55","0","60","N","Pass"
"BBB","2013J","581235","F","West Midlands Region","Lower Than A Level","90-100%","0-35","0","120","N","Withdrawn"
"BBB","2013J","581305","F","East Midlands Region","A Level or Equivalent","50-60%","0-35","0","60","N","Fail"
"BBB","2013J","581431","F","Ireland","Lower Than A Level","40-50%","0-35","0","75","N","Fail"
"BBB","2013J","581530","F","Scotland","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"BBB","2013J","581586","F","West Midlands Region","HE Qualification","0-10%","0-35","0","120","N","Pass"
"BBB","2013J","581625","F","Scotland","Lower Than A Level","50-60%","0-35","0","60","N","Fail"
"BBB","2013J","581657","F","Yorkshire Region","Lower Than A Level","70-80%","35-55","0","60","N","Pass"
"BBB","2013J","581826","M","Wales","A Level or Equivalent","20-30%","0-35","0","60","Y","Withdrawn"
"BBB","2013J","582093","F","East Midlands Region","Lower Than A Level","50-60%","35-55","0","60","N","Fail"
"BBB","2013J","582123","F","South West Region","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","582184","F","North Western Region","Lower Than A Level","50-60%","0-35","0","120","N","Withdrawn"
"BBB","2013J","582190","F","East Anglian Region","Lower Than A Level","70-80%","0-35","0","60","N","Fail"
"BBB","2013J","582218","F","West Midlands Region","A Level or Equivalent","10-20","0-35","0","120","N","Fail"
"BBB","2013J","582243","F","South West Region","Lower Than A Level","70-80%","35-55","0","60","N","Withdrawn"
"BBB","2013J","582301","F","Wales","Lower Than A Level","80-90%","0-35","0","60","N","Fail"
"BBB","2013J","582305","M","Wales","Lower Than A Level","90-100%","0-35","0","120","N","Pass"
"BBB","2013J","582333","F","East Anglian Region","A Level or Equivalent","80-90%","0-35","0","120","N","Distinction"
"BBB","2013J","582390","F","Ireland","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","582394","F","Wales","A Level or Equivalent","50-60%","35-55","0","75","N","Pass"
"BBB","2013J","582406","F","Wales","A Level or Equivalent","60-70%","0-35","0","60","N","Pass"
"BBB","2013J","582446","F","Yorkshire Region","HE Qualification","30-40%","35-55","0","60","N","Pass"
"BBB","2013J","582474","F","Yorkshire Region","A Level or Equivalent","40-50%","35-55","0","60","N","Pass"
"BBB","2013J","582574","F","Scotland","Lower Than A Level","90-100%","35-55","0","60","N","Pass"
"BBB","2013J","582578","F","East Midlands Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","582591","F","North Western Region","Lower Than A Level","0-10%","0-35","0","120","N","Fail"
"BBB","2013J","582636","F","North Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","582650","F","London Region","A Level or Equivalent","40-50%","35-55","0","60","N","Pass"
"BBB","2013J","582833","M","Wales","Lower Than A Level","0-10%","35-55","0","60","N","Fail"
"BBB","2013J","582878","F","North Western Region","A Level or Equivalent","30-40%","0-35","0","60","Y","Pass"
"BBB","2013J","582940","F","South East Region","Lower Than A Level","60-70%","35-55","0","60","N","Pass"
"BBB","2013J","582958","F","Wales","HE Qualification","20-30%","35-55","0","180","N","Distinction"
"BBB","2013J","582975","F","East Anglian Region","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","583012","F","South Region","Lower Than A Level","60-70%","0-35","0","60","Y","Pass"
"BBB","2013J","583039","F","East Midlands Region","A Level or Equivalent","40-50%","0-35","0","60","N","Pass"
"BBB","2013J","583098","F","East Midlands Region","Lower Than A Level","30-40%","35-55","0","60","N","Fail"
"BBB","2013J","583113","F","Scotland","A Level or Equivalent","40-50%","0-35","0","120","N","Fail"
"BBB","2013J","583142","F","East Anglian Region","Lower Than A Level","0-10%","0-35","0","60","N","Withdrawn"
"BBB","2013J","583170","M","South West Region","A Level or Equivalent","30-40%","0-35","0","60","N","Distinction"
"BBB","2013J","583191","F","London Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","583240","F","South East Region","A Level or Equivalent","20-30%","0-35","0","120","Y","Fail"
"BBB","2013J","583255","F","South Region","Lower Than A Level","50-60%","0-35","0","60","N","Withdrawn"
"BBB","2013J","583433","F","Scotland","HE Qualification","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","583459","F","South East Region","Lower Than A Level","40-50%","0-35","0","120","N","Pass"
"BBB","2013J","583473","M","South Region","Lower Than A Level","90-100%","35-55","0","120","N","Pass"
"BBB","2013J","583598","F","West Midlands Region","Lower Than A Level","70-80%","0-35","0","60","N","Fail"
"BBB","2013J","583609","F","East Anglian Region","Lower Than A Level","40-50%","0-35","0","90","N","Pass"
"BBB","2013J","583645","F","East Midlands Region","A Level or Equivalent","50-60%","0-35","0","90","N","Pass"
"BBB","2013J","583708","F","East Anglian Region","A Level or Equivalent","50-60%","35-55","0","60","N","Pass"
"BBB","2013J","583873","M","North Western Region","Lower Than A Level","50-60%","35-55","0","180","N","Pass"
"BBB","2013J","583964","F","London Region","Lower Than A Level","0-10%","35-55","0","60","N","Pass"
"BBB","2013J","583970","F","East Midlands Region","A Level or Equivalent","80-90%","0-35","0","60","N","Distinction"
"BBB","2013J","583977","M","Scotland","A Level or Equivalent","70-80%","35-55","0","60","N","Fail"
"BBB","2013J","584042","F","South West Region","Lower Than A Level","0-10%","35-55","0","120","N","Pass"
"BBB","2013J","584178","F","Yorkshire Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"BBB","2013J","584238","F","West Midlands Region","Lower Than A Level","10-20","0-35","0","60","N","Fail"
"BBB","2013J","584325","F","Wales","Lower Than A Level","30-40%","0-35","0","60","N","Withdrawn"
"BBB","2013J","584408","F","East Midlands Region","Lower Than A Level","60-70%","35-55","0","60","N","Fail"
"BBB","2013J","584580","F","Ireland","Lower Than A Level","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","584611","F","East Midlands Region","A Level or Equivalent","0-10%","0-35","0","120","N","Fail"
"BBB","2013J","584735","M","Wales","A Level or Equivalent","30-40%","0-35","0","60","N","Withdrawn"
"BBB","2013J","584762","F","East Anglian Region","Lower Than A Level","10-20","0-35","0","120","N","Withdrawn"
"BBB","2013J","584766","F","South West Region","A Level or Equivalent","70-80%","35-55","0","120","N","Pass"
"BBB","2013J","584813","M","South East Region","A Level or Equivalent","90-100%","0-35","0","60","N","Pass"
"BBB","2013J","585074","F","London Region","Lower Than A Level","40-50%","35-55","0","60","N","Fail"
"BBB","2013J","585170","M","West Midlands Region","Lower Than A Level",,"0-35","0","60","N","Pass"
"BBB","2013J","585200","F","South East Region","Lower Than A Level","60-70%","0-35","0","60","N","Distinction"
"BBB","2013J","585212","F","South Region","A Level or Equivalent","90-100%","0-35","0","120","N","Pass"
"BBB","2013J","585406","F","Scotland","Lower Than A Level","40-50%","35-55","0","60","N","Pass"
"BBB","2013J","585603","F","Wales","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"BBB","2013J","585611","F","Scotland","HE Qualification","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","585644","M","East Anglian Region","Lower Than A Level","20-30%","35-55","0","120","N","Pass"
"BBB","2013J","585652","M","South Region","Lower Than A Level","90-100%","0-35","0","60","N","Pass"
"BBB","2013J","585693","F","South East Region","Lower Than A Level","50-60%","35-55","0","60","N","Pass"
"BBB","2013J","585779","F","East Midlands Region","Lower Than A Level","30-40%","0-35","0","60","N","Pass"
"BBB","2013J","585816","F","South East Region","Lower Than A Level","0-10%","0-35","0","120","N","Fail"
"BBB","2013J","585963","F","East Midlands Region","A Level or Equivalent","10-20","0-35","0","60","Y","Fail"
"BBB","2013J","586072","F","Wales","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"BBB","2013J","586078","F","South West Region","A Level or Equivalent","70-80%","0-35","0","60","N","Pass"
"BBB","2013J","586145","F","East Midlands Region","A Level or Equivalent","30-40%","0-35","0","60","N","Fail"
"BBB","2013J","586165","F","East Midlands Region","A Level or Equivalent","60-70%","0-35","0","120","N","Fail"
"BBB","2013J","586346","F","North Western Region","A Level or Equivalent","0-10%","0-35","0","120","N","Pass"
"BBB","2013J","586407","F","South West Region","Lower Than A Level","20-30%","0-35","0","90","N","Withdrawn"
"BBB","2013J","586416","F","Ireland","HE Qualification","50-60%","0-35","0","60","N","Pass"
"BBB","2013J","586440","F","London Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","586490","F","South West Region","Lower Than A Level","40-50%","0-35","0","120","N","Fail"
"BBB","2013J","586516","F","South East Region","A Level or Equivalent","40-50%","35-55","0","60","N","Withdrawn"
"BBB","2013J","586535","F","South Region","Lower Than A Level","50-60%","0-35","0","120","Y","Pass"
"BBB","2013J","586581","F","South Region","A Level or Equivalent","90-100%","0-35","0","60","N","Pass"
"BBB","2013J","586720","M","London Region","Lower Than A Level","40-50%","0-35","0","120","N","Fail"
"BBB","2013J","586742","F","South East Region","A Level or Equivalent","40-50%","0-35","0","120","N","Pass"
"BBB","2013J","586836","F","West Midlands Region","Lower Than A Level","0-10%","35-55","0","60","N","Fail"
"BBB","2013J","586843","F","East Anglian Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","586882","F","London Region","Lower Than A Level","10-20","0-35","0","120","N","Fail"
"BBB","2013J","586928","F","West Midlands Region","Lower Than A Level","80-90%","0-35","0","120","N","Fail"
"BBB","2013J","586996","F","Wales","A Level or Equivalent","90-100%","35-55","0","60","N","Distinction"
"BBB","2013J","587051","F","East Midlands Region","Lower Than A Level","60-70%","0-35","0","60","N","Fail"
"BBB","2013J","587192","F","West Midlands Region","Lower Than A Level","60-70%","0-35","0","60","N","Pass"
"BBB","2013J","587194","F","South Region","Lower Than A Level","80-90%","0-35","0","60","N","Fail"
"BBB","2013J","587219","F","South West Region","A Level or Equivalent","20-30%","35-55","0","60","N","Withdrawn"
"BBB","2013J","587223","F","South West Region","A Level or Equivalent","40-50%","35-55","0","60","N","Distinction"
"BBB","2013J","587297","F","North Region","A Level or Equivalent","70-80%","0-35","0","120","N","Pass"
"BBB","2013J","587409","F","Wales","A Level or Equivalent","60-70%","35-55","0","120","N","Pass"
"BBB","2013J","587418","F","North Western Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","587423","F","Yorkshire Region","A Level or Equivalent","20-30%","0-35","0","180","N","Distinction"
"BBB","2013J","587564","F","Yorkshire Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"BBB","2013J","587702","F","South Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"BBB","2013J","587722","M","Scotland","Post Graduate Qualification","20-30%","35-55","0","60","N","Distinction"
"BBB","2013J","587732","F","Yorkshire Region","A Level or Equivalent","10-20","35-55","0","60","N","Pass"
"BBB","2013J","587754","F","South Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"BBB","2013J","587755","M","South Region","Lower Than A Level","10-20","0-35","0","60","N","Pass"
"BBB","2013J","587810","F","Wales","Lower Than A Level","30-40%","0-35","0","120","N","Pass"
"BBB","2013J","587824","F","London Region","A Level or Equivalent","60-70%","0-35","0","120","N","Fail"
"BBB","2013J","587838","F","Ireland","Lower Than A Level","0-10%","0-35","0","60","N","Withdrawn"
"BBB","2013J","587923","F","Scotland","Lower Than A Level","70-80%","0-35","0","120","Y","Pass"
"BBB","2013J","587961","F","Yorkshire Region","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"BBB","2013J","587985","F","London Region","Lower Than A Level","80-90%","0-35","0","120","N","Distinction"
"BBB","2013J","588117","F","South East Region","A Level or Equivalent","80-90%","0-35","0","60","N","Distinction"
"BBB","2013J","588265","F","East Midlands Region","Lower Than A Level","60-70%","0-35","0","60","N","Pass"
"BBB","2013J","588321","F","East Anglian Region","Lower Than A Level","50-60%","35-55","0","60","N","Withdrawn"
"BBB","2013J","588355","F","London Region","Lower Than A Level","30-40%","35-55","0","120","N","Pass"
"BBB","2013J","588432","F","South West Region","A Level or Equivalent","60-70%","0-35","0","60","N","Fail"
"BBB","2013J","588642","F","London Region","A Level or Equivalent","0-10%","0-35","0","120","N","Pass"
"BBB","2013J","588685","F","Scotland","HE Qualification","50-60%","35-55","0","120","Y","Withdrawn"
"BBB","2013J","588883","F","South West Region","A Level or Equivalent","30-40%","0-35","0","60","N","Distinction"
"BBB","2013J","588910","F","Wales","HE Qualification","90-100%","35-55","0","60","N","Pass"
"BBB","2013J","589067","F","South West Region","Lower Than A Level","40-50%","35-55","0","60","N","Pass"
"BBB","2013J","589123","F","South West Region","HE Qualification","50-60%","35-55","0","120","N","Pass"
"BBB","2013J","589154","F","East Anglian Region","HE Qualification","20-30%","35-55","0","60","N","Withdrawn"
"BBB","2013J","589296","M","North Western Region","Lower Than A Level","80-90%","35-55","0","90","N","Pass"
"BBB","2013J","589302","F","Wales","A Level or Equivalent","10-20","35-55","0","60","N","Pass"
"BBB","2013J","589411","F","Yorkshire Region","A Level or Equivalent","40-50%","0-35","0","60","N","Distinction"
"BBB","2013J","589471","F","South Region","Lower Than A Level","90-100%","35-55","0","90","N","Withdrawn"
"BBB","2013J","589508","F","South East Region","HE Qualification","20-30%","35-55","0","60","Y","Distinction"
"BBB","2013J","589509","F","Scotland","HE Qualification","20-30%","0-35","0","90","N","Pass"
"BBB","2013J","589903","F","West Midlands Region","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","589950","F","Wales","Lower Than A Level","10-20","0-35","0","60","N","Pass"
"BBB","2013J","590107","F","London Region","Lower Than A Level","20-30%","0-35","0","120","N","Withdrawn"
"BBB","2013J","590202","F","Scotland","HE Qualification","50-60%","0-35","0","60","N","Pass"
"BBB","2013J","590231","F","Scotland","Lower Than A Level","30-40%","0-35","0","120","N","Pass"
"BBB","2013J","590308","F","East Midlands Region","A Level or Equivalent","60-70%","0-35","0","120","N","Fail"
"BBB","2013J","590325","F","Scotland","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","590360","F","Ireland","Lower Than A Level","40-50%","0-35","0","60","N","Fail"
"BBB","2013J","590362","F","Scotland","A Level or Equivalent","60-70%","35-55","0","60","N","Pass"
"BBB","2013J","590365","F","Scotland","HE Qualification","60-70%","35-55","0","60","N","Fail"
"BBB","2013J","590372","F","North Region","HE Qualification","40-50%","35-55","0","120","N","Pass"
"BBB","2013J","590502","F","Wales","No Formal quals","30-40%","35-55","0","60","N","Fail"
"BBB","2013J","590625","F","Wales","Lower Than A Level","10-20","0-35","0","60","N","Pass"
"BBB","2013J","590667","F","West Midlands Region","A Level or Equivalent","30-40%","0-35","0","60","N","Distinction"
"BBB","2013J","590668","F","Yorkshire Region","Lower Than A Level","50-60%","35-55","0","60","N","Withdrawn"
"BBB","2013J","590812","F","Wales","Lower Than A Level","0-10%","35-55","0","120","N","Withdrawn"
"BBB","2013J","590923","F","North Western Region","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"BBB","2013J","590931","F","Ireland","A Level or Equivalent","0-10%","0-35","0","120","N","Pass"
"BBB","2013J","590994","F","Scotland","Lower Than A Level","60-70%","0-35","0","60","N","Distinction"
"BBB","2013J","591030","F","East Anglian Region","Lower Than A Level","30-40%","0-35","0","60","N","Pass"
"BBB","2013J","591034","F","Ireland","Lower Than A Level","50-60%","0-35","0","60","N","Fail"
"BBB","2013J","591223","F","Scotland","HE Qualification","20-30%","35-55","0","120","N","Pass"
"BBB","2013J","591257","F","Wales","Lower Than A Level","0-10%","35-55","0","60","N","Fail"
"BBB","2013J","591273","M","Wales","A Level or Equivalent","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","591299","F","Wales","A Level or Equivalent","50-60%","0-35","0","60","N","Distinction"
"BBB","2013J","591410","F","Yorkshire Region","Lower Than A Level","30-40%","0-35","0","60","N","Fail"
"BBB","2013J","591414","F","Ireland","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"BBB","2013J","591420","F","Ireland","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","591501","F","South Region","A Level or Equivalent","90-100%","35-55","0","60","N","Distinction"
"BBB","2013J","591518","F","North Western Region","A Level or Equivalent","90-100%","35-55","0","60","N","Distinction"
"BBB","2013J","591558","F","Yorkshire Region","A Level or Equivalent","50-60%","35-55","0","120","N","Pass"
"BBB","2013J","591574","F","North Region","A Level or Equivalent","30-40%","0-35","0","120","N","Pass"
"BBB","2013J","591589","F","Yorkshire Region","A Level or Equivalent","0-10%","35-55","0","60","N","Pass"
"BBB","2013J","591591","F","West Midlands Region","A Level or Equivalent","40-50%","0-35","0","120","N","Fail"
"BBB","2013J","591785","M","Wales","Lower Than A Level","20-30%","0-35","0","120","N","Fail"
"BBB","2013J","591787","F","London Region","Lower Than A Level","0-10%","35-55","0","60","N","Pass"
"BBB","2013J","591820","F","London Region","A Level or Equivalent","10-20","35-55","0","120","N","Pass"
"BBB","2013J","591895","F","Wales","Lower Than A Level","0-10%","0-35","0","120","Y","Withdrawn"
"BBB","2013J","591978","M","East Anglian Region","Lower Than A Level","60-70%","0-35","0","60","N","Fail"
"BBB","2013J","592081","F","Wales","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"BBB","2013J","592147","F","Scotland","HE Qualification","60-70%","35-55","0","60","N","Pass"
"BBB","2013J","592205","F","West Midlands Region","Lower Than A Level","0-10%","0-35","0","60","N","Pass"
"BBB","2013J","592290","F","Ireland","Lower Than A Level","90-100%","0-35","0","60","N","Pass"
"BBB","2013J","592317","F","East Midlands Region","Lower Than A Level","40-50%","35-55","0","180","N","Pass"
"BBB","2013J","592322","F","Wales","Lower Than A Level","20-30%","35-55","0","120","N","Pass"
"BBB","2013J","592441","F","North Western Region","A Level or Equivalent","0-10%","0-35","0","120","N","Pass"
"BBB","2013J","592471","M","Scotland","HE Qualification","60-70%","35-55","0","60","N","Distinction"
"BBB","2013J","592480","F","Scotland","HE Qualification","10-20","0-35","0","60","N","Pass"
"BBB","2013J","592496","F","South Region","A Level or Equivalent","60-70%","0-35","0","60","N","Pass"
"BBB","2013J","592618","F","North Western Region","A Level or Equivalent","20-30%","35-55","0","60","N","Pass"
"BBB","2013J","592624","F","East Anglian Region","Lower Than A Level","20-30%","0-35","0","120","Y","Pass"
"BBB","2013J","592772","F","West Midlands Region","Lower Than A Level","0-10%","0-35","0","60","N","Pass"
